"source_city","target_region","numdup","rank"
"015. Seoul","Melanesia",1,15
"015. Seoul","Micronesia",6,15
"015. Seoul","N. America",43,15
"015. Seoul","N. Europe",4,15
"015. Seoul","S. Asia",5,15
"015. Seoul","S. Europe",3,15
"015. Seoul","S.E. Asia",73,15
"015. Seoul","W. Asia",10,15
"015. Seoul","W. Europe",10,15
"006. Shanghai","Aus. & N.Z.",10,6
"006. Shanghai","C. America",1,6
"006. Shanghai","E. Africa",2,6
"006. Shanghai","E. Asia",487,6
"006. Shanghai","E. Europe",2,6
"006. Shanghai","Micronesia",1,6
"006. Shanghai","N. America",30,6
"006. Shanghai","N. Europe",7,6
"006. Shanghai","S. Asia",5,6
"006. Shanghai","S. Europe",3,6
"006. Shanghai","S.E. Asia",39,6
"006. Shanghai","W. Asia",5,6
"006. Shanghai","W. Europe",12,6
"056. Shenzhen","E. Asia",217,56
"056. Shenzhen","S.E. Asia",13,56
"016. Singapore","Aus. & N.Z.",47,16
"016. Singapore","C. Asia",2,16
"016. Singapore","E. Asia",84,16
"016. Singapore","E. Europe",2,16
"016. Singapore","Melanesia",1,16
"016. Singapore","N. Europe",7,16
"016. Singapore","S. Africa",4,16
"016. Singapore","S. Asia",47,16
"016. Singapore","S. Europe",3,16
"016. Singapore","S.E. Asia",175,16
"016. Singapore","W. Asia",17,16
"016. Singapore","W. Europe",15,16
"080. St. Petersburg","C. Asia",35,80
"080. St. Petersburg","Caribbean",1,80
"080. St. Petersburg","E. Asia",3,80
"080. St. Petersburg","E. Europe",73,80
"080. St. Petersburg","N. Europe",10,80
"080. St. Petersburg","S. Europe",22,80
"080. St. Petersburg","W. Asia",16,80
"080. St. Petersburg","W. Europe",21,80
"041. Stockholm","E. Africa",2,41
"041. Stockholm","E. Asia",2,41
"041. Stockholm","E. Europe",19,41
"041. Stockholm","N. Africa",1,41
"041. Stockholm","N. America",7,41
"041. Stockholm","N. Europe",118,41
"041. Stockholm","S. Asia",2,41
"041. Stockholm","S. Europe",59,41
"041. Stockholm","S.E. Asia",3,41
"041. Stockholm","W. Asia",15,41
"041. Stockholm","W. Europe",48,41
"064. Sydney","Aus. & N.Z.",122,64
"064. Sydney","E. Asia",21,64
"064. Sydney","Melanesia",11,64
"064. Sydney","N. America",16,64
"064. Sydney","Polynesia",3,64
"064. Sydney","S. Africa",2,64
"064. Sydney","S. America",2,64
"064. Sydney","S. Asia",1,64
"064. Sydney","S.E. Asia",25,64
"064. Sydney","W. Asia",5,64
"034. Taipei","Aus. & N.Z.",3,34
"034. Taipei","E. Asia",225,34
"034. Taipei","Micronesia",4,34
"034. Taipei","N. America",17,34
"034. Taipei","S. Asia",2,34
"034. Taipei","S.E. Asia",46,34
"034. Taipei","W. Asia",1,34
"034. Taipei","W. Europe",5,34
"071. Tenerife","E. Europe",5,71
"071. Tenerife","N. Africa",1,71
"071. Tenerife","N. Europe",70,71
"071. Tenerife","S. America",1,71
"071. Tenerife","S. Europe",50,71
"071. Tenerife","W. Africa",1,71
"071. Tenerife","W. Europe",63,71
"099. Tianjin","E. Asia",142,99
"099. Tianjin","S.E. Asia",1,99
"014. Tokyo","Aus. & N.Z.",12,14
"014. Tokyo","C. America",1,14
"014. Tokyo","C. Asia",1,14
"014. Tokyo","E. Asia",228,14
"014. Tokyo","E. Europe",8,14
"014. Tokyo","Melanesia",2,14
"014. Tokyo","Micronesia",8,14
"014. Tokyo","N. America",74,14
"014. Tokyo","N. Europe",11,14
"014. Tokyo","Polynesia",2,14
"014. Tokyo","S. Asia",6,14
"014. Tokyo","S. Europe",3,14
"014. Tokyo","S.E. Asia",57,14
"014. Tokyo","W. Asia",8,14
"014. Tokyo","W. Europe",18,14
"026. Toronto","C. America",10,26
"026. Toronto","Caribbean",48,26
"026. Toronto","E. Africa",1,26
"026. Toronto","E. Asia",11,26
"026. Toronto","E. Europe",4,26
"026. Toronto","N. Africa",1,26
"026. Toronto","N. America",186,26
"026. Toronto","N. Europe",16,26
"026. Toronto","S. America",8,26
"026. Toronto","S. Asia",3,26
"026. Toronto","S. Europe",17,26
"026. Toronto","W. Asia",8,26
"026. Toronto","W. Europe",20,26
"095. Urumqi","C. Asia",16,95
"095. Urumqi","E. Asia",125,95
"095. Urumqi","E. Europe",5,95
"095. Urumqi","S. Asia",2,95
"095. Urumqi","W. Asia",3,95
"089. Vancouver","Aus. & N.Z.",3,89
"089. Vancouver","C. America",7,89
"089. Vancouver","E. Asia",20,89
"089. Vancouver","N. America",113,89
"089. Vancouver","N. Europe",8,89
"089. Vancouver","S.E. Asia",1,89
"089. Vancouver","W. Europe",7,89
"033. Vienna","C. Asia",2,33
"033. Vienna","E. Asia",5,33
"033. Vienna","E. Europe",44,33
"033. Vienna","N. Africa",7,33
"033. Vienna","N. America",9,33
"033. Vienna","N. Europe",23,33
"033. Vienna","S. Asia",4,33
"033. Vienna","S. Europe",108,33
"033. Vienna","S.E. Asia",3,33
"033. Vienna","W. Asia",32,33
"033. Vienna","W. Europe",70,33
"098. Warsaw","E. Asia",2,98
"098. Warsaw","E. Europe",28,98
"098. Warsaw","N. America",4,98
"098. Warsaw","N. Europe",36,98
"098. Warsaw","S. Europe",33,98
"098. Warsaw","W. Asia",11,98
"098. Warsaw","W. Europe",31,98
"019. Washington","C. America",10,19
"019. Washington","Caribbean",10,19
"019. Washington","E. Africa",1,19
"019. Washington","E. Asia",6,19
"019. Washington","E. Europe",2,19
"019. Washington","N. America",309,19
"019. Washington","N. Europe",13,19
"019. Washington","S. America",3,19
"019. Washington","S. Europe",1,19
"019. Washington","W. Africa",3,19
"019. Washington","W. Asia",10,19
"019. Washington","W. Europe",22,19
"077. Wuhan","E. Asia",179,77
"077. Wuhan","S.E. Asia",6,77
"077. Wuhan","W. Europe",1,77
"040. Xi'an","E. Asia",276,40
"040. Xi'an","N. America",2,40
"040. Xi'an","N. Europe",1,40
"040. Xi'an","S.E. Asia",1,40
"058. Xiamen","E. Asia",209,58
"058. Xiamen","S.E. Asia",17,58
"058. Xiamen","W. Europe",2,58
"083. Zhengzhou","E. Asia",173,83
"083. Zhengzhou","S.E. Asia",1,83
"051. Zurich","Caribbean",2,51
"051. Zurich","E. Africa",3,51
"051. Zurich","E. Asia",6,51
"051. Zurich","E. Europe",16,51
"051. Zurich","N. Africa",11,51
"051. Zurich","N. America",27,51
"051. Zurich","N. Europe",26,51
"051. Zurich","S. Africa",2,51
"051. Zurich","S. America",1,51
"051. Zurich","S. Asia",4,51
"051. Zurich","S. Europe",73,51
"051. Zurich","S.E. Asia",5,51
"051. Zurich","W. Asia",20,51
"051. Zurich","W. Europe",49,51
